title,company,city,state,country,experienceLevel,salaryMin,salaryMax,salaryMedian,currency,source
Software Engineer,Tesla,Palo Alto,California,US,entry,115000,158000,138000,USD,levels
Software Engineer,SpaceX,Los Angeles,California,US,entry,108000,148000,130000,USD,levels
Software Engineer,Rivian,Irvine,California,US,entry,105000,145000,128000,USD,levels
Software Engineer,Boeing,Seattle,Washington,US,entry,90000,132000,112000,USD,levels
Software Engineer,Lockheed Martin,Dallas,Texas,US,entry,88000,128000,108000,USD,levels
Software Engineer,Deloitte,New York,New York,US,entry,90000,130000,110000,USD,levels
Software Engineer,Accenture,New York,New York,US,entry,85000,125000,105000,USD,levels
Software Engineer,Goldman Sachs,New York,New York,US,entry,115000,160000,140000,USD,levels
Software Engineer,JP Morgan,New York,New York,US,entry,110000,155000,135000,USD,levels
Software Engineer,Capital One,McLean,Virginia,US,entry,105000,150000,130000,USD,levels
Senior Software Engineer,Google,Mountain View,California,US,mid,210000,310000,265000,USD,levels
Senior Software Engineer,Google,New York,New York,US,mid,215000,315000,270000,USD,levels
Senior Software Engineer,Google,Seattle,Washington,US,mid,205000,305000,260000,USD,levels
Senior Software Engineer,Meta,Menlo Park,California,US,mid,220000,330000,280000,USD,levels
Senior Software Engineer,Meta,New York,New York,US,mid,225000,335000,285000,USD,levels
Senior Software Engineer,Amazon,Seattle,Washington,US,mid,185000,270000,230000,USD,levels
Senior Software Engineer,Amazon,New York,New York,US,mid,190000,278000,238000,USD,levels
Senior Software Engineer,Apple,Cupertino,California,US,mid,200000,295000,250000,USD,levels
Senior Software Engineer,Microsoft,Redmond,Washington,US,mid,190000,280000,240000,USD,levels
Senior Software Engineer,Netflix,Los Angeles,California,US,mid,250000,380000,320000,USD,levels
Senior Software Engineer,Nvidia,Sunnyvale,California,US,mid,200000,300000,255000,USD,levels
Senior Software Engineer,Stripe,San Francisco,California,US,mid,225000,340000,285000,USD,levels
Senior Software Engineer,Airbnb,San Francisco,California,US,mid,220000,330000,280000,USD,levels
Senior Software Engineer,Uber,San Francisco,California,US,mid,200000,300000,255000,USD,levels
Senior Software Engineer,Salesforce,San Francisco,California,US,mid,185000,270000,230000,USD,levels
Senior Software Engineer,Adobe,San Jose,California,US,mid,180000,265000,225000,USD,levels
Senior Software Engineer,Coinbase,San Francisco,California,US,mid,220000,330000,280000,USD,levels
Senior Software Engineer,Databricks,San Francisco,California,US,mid,230000,350000,295000,USD,levels
Senior Software Engineer,Palantir,Palo Alto,California,US,mid,195000,290000,245000,USD,levels
Senior Software Engineer,Snowflake,San Mateo,California,US,mid,200000,300000,255000,USD,levels
Senior Software Engineer,DoorDash,San Francisco,California,US,mid,200000,300000,252000,USD,levels
Senior Software Engineer,Lyft,San Francisco,California,US,mid,195000,290000,245000,USD,levels
Senior Software Engineer,Pinterest,San Francisco,California,US,mid,195000,290000,245000,USD,levels
Senior Software Engineer,Snap,Los Angeles,California,US,mid,190000,285000,240000,USD,levels
Senior Software Engineer,Twitter/X,San Francisco,California,US,mid,195000,288000,245000,USD,levels
Senior Software Engineer,LinkedIn,Sunnyvale,California,US,mid,195000,290000,248000,USD,levels
Senior Software Engineer,Oracle,Austin,Texas,US,mid,160000,235000,200000,USD,levels
Senior Software Engineer,Cisco,San Jose,California,US,mid,162000,240000,205000,USD,levels
Senior Software Engineer,Intel,Santa Clara,California,US,mid,155000,228000,195000,USD,levels
Senior Software Engineer,PayPal,San Jose,California,US,mid,170000,250000,215000,USD,levels
Senior Software Engineer,Block (Square),San Francisco,California,US,mid,200000,300000,255000,USD,levels
Senior Software Engineer,Robinhood,Menlo Park,California,US,mid,210000,315000,268000,USD,levels
Senior Software Engineer,Tesla,Austin,Texas,US,mid,165000,245000,210000,USD,levels
Senior Software Engineer,Boeing,Seattle,Washington,US,mid,130000,190000,162000,USD,levels
Senior Software Engineer,Lockheed Martin,Dallas,Texas,US,mid,125000,185000,158000,USD,levels
Senior Software Engineer,Goldman Sachs,New York,New York,US,mid,175000,260000,220000,USD,levels
Senior Software Engineer,JP Morgan,New York,New York,US,mid,165000,248000,210000,USD,levels
Senior Software Engineer,Capital One,McLean,Virginia,US,mid,160000,240000,205000,USD,levels
Senior Software Engineer,Deloitte,New York,New York,US,mid,140000,205000,175000,USD,levels
Senior Software Engineer,Accenture,New York,New York,US,mid,130000,195000,165000,USD,levels
Staff Software Engineer,Google,Mountain View,California,US,senior,310000,480000,400000,USD,levels
Staff Software Engineer,Google,New York,New York,US,senior,315000,490000,408000,USD,levels
Staff Software Engineer,Meta,Menlo Park,California,US,senior,330000,520000,430000,USD,levels
Staff Software Engineer,Meta,New York,New York,US,senior,335000,525000,435000,USD,levels
Staff Software Engineer,Amazon,Seattle,Washington,US,senior,270000,420000,350000,USD,levels
Staff Software Engineer,Apple,Cupertino,California,US,senior,290000,450000,375000,USD,levels
Staff Software Engineer,Microsoft,Redmond,Washington,US,senior,280000,430000,360000,USD,levels
Staff Software Engineer,Netflix,Los Angeles,California,US,senior,380000,560000,475000,USD,levels
Staff Software Engineer,Nvidia,Sunnyvale,California,US,senior,300000,460000,385000,USD,levels
Staff Software Engineer,Stripe,San Francisco,California,US,senior,340000,510000,430000,USD,levels
Staff Software Engineer,Airbnb,San Francisco,California,US,senior,320000,500000,415000,USD,levels
Staff Software Engineer,Uber,San Francisco,California,US,senior,290000,440000,370000,USD,levels
Staff Software Engineer,Salesforce,San Francisco,California,US,senior,265000,400000,335000,USD,levels
Staff Software Engineer,Coinbase,San Francisco,California,US,senior,320000,490000,410000,USD,levels
Staff Software Engineer,Databricks,San Francisco,California,US,senior,350000,530000,445000,USD,levels
Staff Software Engineer,DoorDash,San Francisco,California,US,senior,290000,440000,370000,USD,levels
Staff Software Engineer,Lyft,San Francisco,California,US,senior,280000,420000,355000,USD,levels
Staff Software Engineer,Snowflake,San Mateo,California,US,senior,295000,450000,375000,USD,levels
Staff Software Engineer,LinkedIn,Sunnyvale,California,US,senior,280000,425000,358000,USD,levels
Staff Software Engineer,Palantir,Palo Alto,California,US,senior,275000,420000,352000,USD,levels
Staff Software Engineer,Robinhood,Menlo Park,California,US,senior,300000,460000,385000,USD,levels
Staff Software Engineer,Block (Square),San Francisco,California,US,senior,290000,440000,370000,USD,levels
Staff Software Engineer,Goldman Sachs,New York,New York,US,senior,260000,400000,335000,USD,levels
Frontend Engineer,Google,Mountain View,California,US,mid,195000,295000,250000,USD,levels
Frontend Engineer,Meta,Menlo Park,California,US,mid,205000,315000,265000,USD,levels
Frontend Engineer,Amazon,Seattle,Washington,US,mid,175000,260000,220000,USD,levels
Frontend Engineer,Apple,Cupertino,California,US,mid,185000,278000,235000,USD,levels
Frontend Engineer,Microsoft,Redmond,Washington,US,mid,178000,268000,228000,USD,levels
Frontend Engineer,Stripe,San Francisco,California,US,mid,210000,320000,270000,USD,levels
Frontend Engineer,Airbnb,San Francisco,California,US,mid,205000,310000,262000,USD,levels
Frontend Engineer,Netflix,Los Angeles,California,US,mid,235000,360000,302000,USD,levels
Frontend Engineer,Snap,Los Angeles,California,US,mid,178000,268000,228000,USD,levels
Frontend Engineer,Pinterest,San Francisco,California,US,mid,185000,275000,235000,USD,levels
Backend Engineer,Google,Mountain View,California,US,mid,200000,300000,255000,USD,levels
Backend Engineer,Meta,Menlo Park,California,US,mid,210000,320000,270000,USD,levels
Backend Engineer,Amazon,Seattle,Washington,US,mid,180000,268000,228000,USD,levels
Backend Engineer,Apple,Cupertino,California,US,mid,190000,285000,242000,USD,levels
Backend Engineer,Microsoft,Redmond,Washington,US,mid,182000,272000,232000,USD,levels
Backend Engineer,Stripe,San Francisco,California,US,mid,215000,330000,278000,USD,levels
Backend Engineer,Uber,San Francisco,California,US,mid,192000,290000,245000,USD,levels
Backend Engineer,Coinbase,San Francisco,California,US,mid,210000,315000,268000,USD,levels
Backend Engineer,Databricks,San Francisco,California,US,mid,220000,335000,282000,USD,levels
Backend Engineer,DoorDash,San Francisco,California,US,mid,192000,288000,245000,USD,levels
Full Stack Engineer,Google,Mountain View,California,US,mid,198000,298000,252000,USD,levels
Full Stack Engineer,Meta,Menlo Park,California,US,mid,208000,318000,268000,USD,levels
Full Stack Engineer,Amazon,Seattle,Washington,US,mid,178000,265000,225000,USD,levels
Full Stack Engineer,Microsoft,Redmond,Washington,US,mid,180000,270000,230000,USD,levels
Full Stack Engineer,Salesforce,San Francisco,California,US,mid,175000,260000,220000,USD,levels
Full Stack Engineer,Airbnb,San Francisco,California,US,mid,200000,305000,258000,USD,levels
Full Stack Engineer,Stripe,San Francisco,California,US,mid,212000,325000,272000,USD,levels
Full Stack Engineer,Adobe,San Jose,California,US,mid,170000,255000,215000,USD,levels
Full Stack Engineer,Uber,San Francisco,California,US,mid,190000,288000,242000,USD,levels
Full Stack Engineer,Snap,Los Angeles,California,US,mid,175000,265000,225000,USD,levels
Data Scientist,Google,Mountain View,California,US,mid,180000,280000,235000,USD,levels
Data Scientist,Meta,Menlo Park,California,US,mid,185000,290000,242000,USD,levels
Data Scientist,Amazon,Seattle,Washington,US,mid,155000,240000,200000,USD,levels
Data Scientist,Apple,Cupertino,California,US,mid,170000,260000,220000,USD,levels
Data Scientist,Microsoft,Redmond,Washington,US,mid,160000,248000,208000,USD,levels
Data Scientist,Netflix,Los Angeles,California,US,mid,210000,330000,275000,USD,levels
Data Scientist,Airbnb,San Francisco,California,US,mid,180000,278000,232000,USD,levels
Data Scientist,Uber,San Francisco,California,US,mid,170000,265000,222000,USD,levels
Data Scientist,Salesforce,San Francisco,California,US,mid,155000,238000,200000,USD,levels
Data Scientist,Coinbase,San Francisco,California,US,mid,175000,272000,228000,USD,levels
Data Scientist,Palantir,Palo Alto,California,US,mid,165000,258000,215000,USD,levels
Data Scientist,Goldman Sachs,New York,New York,US,mid,160000,248000,208000,USD,levels
Data Engineer,Google,Mountain View,California,US,mid,175000,268000,225000,USD,levels
Data Engineer,Meta,Menlo Park,California,US,mid,180000,275000,232000,USD,levels
Data Engineer,Amazon,Seattle,Washington,US,mid,152000,232000,195000,USD,levels
Data Engineer,Microsoft,Redmond,Washington,US,mid,155000,238000,200000,USD,levels
Data Engineer,Netflix,Los Angeles,California,US,mid,200000,310000,260000,USD,levels
Data Engineer,Stripe,San Francisco,California,US,mid,180000,275000,230000,USD,levels
Data Engineer,Airbnb,San Francisco,California,US,mid,172000,265000,222000,USD,levels
Data Engineer,Uber,San Francisco,California,US,mid,162000,250000,210000,USD,levels
Data Engineer,Databricks,San Francisco,California,US,mid,185000,282000,238000,USD,levels
Data Engineer,Snowflake,San Mateo,California,US,mid,170000,262000,220000,USD,levels
Machine Learning Engineer,Google,Mountain View,California,US,mid,200000,320000,265000,USD,levels
Machine Learning Engineer,Meta,Menlo Park,California,US,mid,210000,330000,275000,USD,levels
Machine Learning Engineer,Amazon,Seattle,Washington,US,mid,175000,280000,232000,USD,levels
Machine Learning Engineer,Apple,Cupertino,California,US,mid,195000,305000,255000,USD,levels
Machine Learning Engineer,Microsoft,Redmond,Washington,US,mid,185000,295000,245000,USD,levels
Machine Learning Engineer,Netflix,Los Angeles,California,US,mid,240000,370000,310000,USD,levels
Machine Learning Engineer,Nvidia,Sunnyvale,California,US,mid,200000,315000,262000,USD,levels
Machine Learning Engineer,Stripe,San Francisco,California,US,mid,210000,325000,272000,USD,levels
Machine Learning Engineer,Databricks,San Francisco,California,US,mid,220000,340000,285000,USD,levels
Machine Learning Engineer,Coinbase,San Francisco,California,US,mid,205000,318000,265000,USD,levels
Machine Learning Engineer,Tesla,Austin,Texas,US,mid,170000,270000,225000,USD,levels
Machine Learning Engineer,SpaceX,Los Angeles,California,US,mid,165000,260000,218000,USD,levels
AI Engineer,Google,Mountain View,California,US,mid,210000,330000,275000,USD,levels
AI Engineer,Meta,Menlo Park,California,US,mid,215000,340000,282000,USD,levels
AI Engineer,Amazon,Seattle,Washington,US,mid,180000,290000,240000,USD,levels
AI Engineer,Microsoft,Redmond,Washington,US,mid,190000,305000,252000,USD,levels
AI Engineer,Nvidia,Sunnyvale,California,US,mid,205000,325000,270000,USD,levels
AI Engineer,Databricks,San Francisco,California,US,mid,225000,350000,292000,USD,levels
AI Engineer,Coinbase,San Francisco,California,US,mid,210000,328000,272000,USD,levels
AI Engineer,Stripe,San Francisco,California,US,mid,215000,335000,280000,USD,levels
AI Engineer,Palantir,Palo Alto,California,US,mid,195000,308000,255000,USD,levels
AI Engineer,Salesforce,San Francisco,California,US,mid,178000,280000,232000,USD,levels
Product Manager,Google,Mountain View,California,US,mid,185000,280000,238000,USD,levels
Product Manager,Meta,Menlo Park,California,US,mid,190000,290000,245000,USD,levels
Product Manager,Amazon,Seattle,Washington,US,mid,160000,250000,210000,USD,levels
Product Manager,Apple,Cupertino,California,US,mid,175000,268000,225000,USD,levels
Product Manager,Microsoft,Redmond,Washington,US,mid,168000,258000,218000,USD,levels
Product Manager,Stripe,San Francisco,California,US,mid,195000,300000,252000,USD,levels
Product Manager,Airbnb,San Francisco,California,US,mid,185000,285000,240000,USD,levels
Product Manager,Uber,San Francisco,California,US,mid,172000,268000,225000,USD,levels
Product Manager,Salesforce,San Francisco,California,US,mid,158000,245000,205000,USD,levels
Product Manager,DoorDash,San Francisco,California,US,mid,175000,272000,228000,USD,levels
Product Manager,Coinbase,San Francisco,California,US,mid,180000,278000,232000,USD,levels
Product Manager,Snap,Los Angeles,California,US,mid,168000,258000,218000,USD,levels
Senior Product Manager,Google,Mountain View,California,US,senior,260000,380000,325000,USD,levels
Senior Product Manager,Meta,Menlo Park,California,US,senior,270000,400000,340000,USD,levels
Senior Product Manager,Amazon,Seattle,Washington,US,senior,220000,330000,280000,USD,levels
Senior Product Manager,Apple,Cupertino,California,US,senior,245000,360000,308000,USD,levels
Senior Product Manager,Microsoft,Redmond,Washington,US,senior,235000,350000,298000,USD,levels
Senior Product Manager,Netflix,Los Angeles,California,US,senior,300000,430000,370000,USD,levels
Senior Product Manager,Stripe,San Francisco,California,US,senior,275000,400000,342000,USD,levels
Senior Product Manager,Airbnb,San Francisco,California,US,senior,262000,388000,330000,USD,levels
Senior Product Manager,Salesforce,San Francisco,California,US,senior,225000,335000,285000,USD,levels
Senior Product Manager,Uber,San Francisco,California,US,senior,248000,368000,312000,USD,levels
Engineering Manager,Google,Mountain View,California,US,senior,280000,420000,355000,USD,levels
Engineering Manager,Meta,Menlo Park,California,US,senior,290000,440000,370000,USD,levels
Engineering Manager,Amazon,Seattle,Washington,US,senior,240000,370000,310000,USD,levels
Engineering Manager,Apple,Cupertino,California,US,senior,265000,400000,338000,USD,levels
Engineering Manager,Microsoft,Redmond,Washington,US,senior,255000,390000,328000,USD,levels
Engineering Manager,Netflix,Los Angeles,California,US,senior,330000,480000,410000,USD,levels
Engineering Manager,Stripe,San Francisco,California,US,senior,295000,440000,372000,USD,levels
Engineering Manager,Uber,San Francisco,California,US,senior,265000,400000,338000,USD,levels
Engineering Manager,Airbnb,San Francisco,California,US,senior,275000,415000,350000,USD,levels
Engineering Manager,Salesforce,San Francisco,California,US,senior,240000,365000,308000,USD,levels
Engineering Manager,Coinbase,San Francisco,California,US,senior,280000,420000,355000,USD,levels
Engineering Manager,Databricks,San Francisco,California,US,senior,300000,450000,380000,USD,levels
Director of Engineering,Google,Mountain View,California,US,senior,350000,520000,440000,USD,levels
Director of Engineering,Meta,Menlo Park,California,US,senior,370000,550000,465000,USD,levels
Director of Engineering,Amazon,Seattle,Washington,US,senior,310000,470000,395000,USD,levels
Director of Engineering,Apple,Cupertino,California,US,senior,340000,500000,425000,USD,levels
Director of Engineering,Microsoft,Redmond,Washington,US,senior,330000,490000,415000,USD,levels
Director of Engineering,Netflix,Los Angeles,California,US,senior,400000,580000,495000,USD,levels
Director of Engineering,Stripe,San Francisco,California,US,senior,365000,540000,458000,USD,levels
Director of Engineering,Uber,San Francisco,California,US,senior,335000,500000,422000,USD,levels
Director of Engineering,Salesforce,San Francisco,California,US,senior,305000,455000,385000,USD,levels
Director of Engineering,Coinbase,San Francisco,California,US,senior,350000,520000,440000,USD,levels
DevOps Engineer,Google,Mountain View,California,US,mid,175000,268000,225000,USD,levels
DevOps Engineer,Amazon,Seattle,Washington,US,mid,152000,235000,198000,USD,levels
DevOps Engineer,Microsoft,Redmond,Washington,US,mid,158000,242000,205000,USD,levels
DevOps Engineer,Meta,Menlo Park,California,US,mid,178000,272000,230000,USD,levels
DevOps Engineer,Salesforce,San Francisco,California,US,mid,155000,238000,200000,USD,levels
DevOps Engineer,Adobe,San Jose,California,US,mid,148000,228000,192000,USD,levels
DevOps Engineer,Uber,San Francisco,California,US,mid,160000,248000,208000,USD,levels
DevOps Engineer,Oracle,Austin,Texas,US,mid,138000,215000,180000,USD,levels
DevOps Engineer,Cisco,San Jose,California,US,mid,140000,218000,182000,USD,levels
Site Reliability Engineer,Google,Mountain View,California,US,mid,185000,285000,240000,USD,levels
Site Reliability Engineer,Meta,Menlo Park,California,US,mid,190000,292000,245000,USD,levels
Site Reliability Engineer,Amazon,Seattle,Washington,US,mid,158000,248000,208000,USD,levels
Site Reliability Engineer,Microsoft,Redmond,Washington,US,mid,165000,255000,215000,USD,levels
Site Reliability Engineer,Netflix,Los Angeles,California,US,mid,225000,348000,290000,USD,levels
Site Reliability Engineer,Stripe,San Francisco,California,US,mid,192000,295000,248000,USD,levels
Site Reliability Engineer,Airbnb,San Francisco,California,US,mid,182000,280000,235000,USD,levels
Site Reliability Engineer,LinkedIn,Sunnyvale,California,US,mid,170000,262000,220000,USD,levels
Site Reliability Engineer,Uber,San Francisco,California,US,mid,168000,258000,218000,USD,levels
Solutions Architect,Amazon,Seattle,Washington,US,mid,155000,245000,205000,USD,levels
Solutions Architect,Google,Mountain View,California,US,mid,170000,265000,222000,USD,levels
Solutions Architect,Microsoft,Redmond,Washington,US,mid,158000,248000,208000,USD,levels
Solutions Architect,Salesforce,San Francisco,California,US,mid,155000,242000,202000,USD,levels
Solutions Architect,Oracle,Austin,Texas,US,mid,142000,225000,188000,USD,levels
Solutions Architect,Cisco,San Jose,California,US,mid,145000,228000,190000,USD,levels
Solutions Architect,IBM,New York,New York,US,mid,135000,215000,178000,USD,levels
Solutions Architect,Accenture,New York,New York,US,mid,130000,205000,170000,USD,levels
Technical Program Manager,Google,Mountain View,California,US,mid,175000,272000,228000,USD,levels
Technical Program Manager,Meta,Menlo Park,California,US,mid,180000,280000,235000,USD,levels
Technical Program Manager,Amazon,Seattle,Washington,US,mid,155000,245000,205000,USD,levels
Technical Program Manager,Apple,Cupertino,California,US,mid,168000,262000,220000,USD,levels
Technical Program Manager,Microsoft,Redmond,Washington,US,mid,160000,252000,210000,USD,levels
Technical Program Manager,Stripe,San Francisco,California,US,mid,185000,285000,240000,USD,levels
Technical Program Manager,Uber,San Francisco,California,US,mid,165000,258000,215000,USD,levels
Technical Program Manager,Salesforce,San Francisco,California,US,mid,152000,238000,198000,USD,levels
Security Engineer,Google,Mountain View,California,US,mid,180000,278000,232000,USD,levels
Security Engineer,Meta,Menlo Park,California,US,mid,185000,285000,240000,USD,levels
Security Engineer,Amazon,Seattle,Washington,US,mid,155000,242000,202000,USD,levels
Security Engineer,Microsoft,Redmond,Washington,US,mid,160000,248000,208000,USD,levels
Security Engineer,Apple,Cupertino,California,US,mid,172000,265000,222000,USD,levels
Security Engineer,Stripe,San Francisco,California,US,mid,188000,290000,242000,USD,levels
Security Engineer,Coinbase,San Francisco,California,US,mid,178000,275000,230000,USD,levels
Security Engineer,Goldman Sachs,New York,New York,US,mid,158000,248000,208000,USD,levels
Security Engineer,Palantir,Palo Alto,California,US,mid,168000,260000,218000,USD,levels
Mobile Developer,Google,Mountain View,California,US,mid,185000,282000,238000,USD,levels
Mobile Developer,Meta,Menlo Park,California,US,mid,192000,295000,248000,USD,levels
Mobile Developer,Amazon,Seattle,Washington,US,mid,162000,248000,210000,USD,levels
Mobile Developer,Apple,Cupertino,California,US,mid,185000,280000,238000,USD,levels
Mobile Developer,Microsoft,Redmond,Washington,US,mid,170000,260000,218000,USD,levels
Mobile Developer,Uber,San Francisco,California,US,mid,175000,268000,225000,USD,levels
Mobile Developer,Snap,Los Angeles,California,US,mid,168000,258000,218000,USD,levels
Mobile Developer,Airbnb,San Francisco,California,US,mid,182000,278000,235000,USD,levels
Mobile Developer,DoorDash,San Francisco,California,US,mid,172000,265000,222000,USD,levels
Mobile Developer,Robinhood,Menlo Park,California,US,mid,185000,282000,238000,USD,levels
Product Designer,Google,Mountain View,California,US,mid,162000,252000,212000,USD,levels
Product Designer,Meta,Menlo Park,California,US,mid,168000,262000,220000,USD,levels
Product Designer,Amazon,Seattle,Washington,US,mid,142000,225000,188000,USD,levels
Product Designer,Apple,Cupertino,California,US,mid,155000,242000,202000,USD,levels
Product Designer,Microsoft,Redmond,Washington,US,mid,148000,235000,195000,USD,levels
Product Designer,Stripe,San Francisco,California,US,mid,172000,268000,225000,USD,levels
Product Designer,Airbnb,San Francisco,California,US,mid,168000,262000,220000,USD,levels
Product Designer,Netflix,Los Angeles,California,US,mid,190000,298000,248000,USD,levels
Product Designer,Coinbase,San Francisco,California,US,mid,162000,252000,212000,USD,levels
Product Designer,Snap,Los Angeles,California,US,mid,148000,232000,195000,USD,levels
Data Analyst,Google,Mountain View,California,US,entry,95000,138000,118000,USD,levels
Data Analyst,Meta,Menlo Park,California,US,entry,98000,142000,122000,USD,levels
Data Analyst,Amazon,Seattle,Washington,US,entry,82000,122000,105000,USD,levels
Data Analyst,Microsoft,Redmond,Washington,US,entry,85000,128000,108000,USD,levels
Data Analyst,Apple,Cupertino,California,US,entry,88000,132000,112000,USD,levels
Data Analyst,Salesforce,San Francisco,California,US,entry,82000,122000,105000,USD,levels
Data Analyst,Uber,San Francisco,California,US,entry,88000,130000,110000,USD,levels
Data Analyst,Goldman Sachs,New York,New York,US,entry,85000,128000,108000,USD,levels
Data Analyst,JP Morgan,New York,New York,US,entry,80000,122000,102000,USD,levels
Data Analyst,Capital One,McLean,Virginia,US,entry,78000,118000,100000,USD,levels
Business Analyst,Goldman Sachs,New York,New York,US,entry,85000,125000,108000,USD,levels
Business Analyst,JP Morgan,New York,New York,US,entry,82000,120000,102000,USD,levels
Business Analyst,Morgan Stanley,New York,New York,US,entry,80000,118000,100000,USD,levels
Business Analyst,Capital One,McLean,Virginia,US,entry,78000,115000,98000,USD,levels
Business Analyst,Deloitte,New York,New York,US,entry,75000,110000,95000,USD,levels
Business Analyst,Accenture,New York,New York,US,entry,72000,108000,92000,USD,levels
Business Analyst,McKinsey,New York,New York,US,entry,90000,130000,112000,USD,levels
Business Analyst,Amazon,Seattle,Washington,US,entry,80000,118000,100000,USD,levels
Quality Assurance Engineer,Google,Mountain View,California,US,entry,100000,145000,125000,USD,levels
Quality Assurance Engineer,Amazon,Seattle,Washington,US,entry,90000,132000,112000,USD,levels
Quality Assurance Engineer,Microsoft,Redmond,Washington,US,entry,92000,135000,115000,USD,levels
Quality Assurance Engineer,Apple,Cupertino,California,US,entry,95000,138000,118000,USD,levels
Quality Assurance Engineer,Salesforce,San Francisco,California,US,entry,88000,130000,110000,USD,levels
Quality Assurance Engineer,Adobe,San Jose,California,US,entry,85000,128000,108000,USD,levels
Quality Assurance Engineer,Oracle,Austin,Texas,US,entry,80000,120000,102000,USD,levels
Quality Assurance Engineer,Cisco,San Jose,California,US,entry,82000,122000,105000,USD,levels
Consultant,McKinsey,New York,New York,US,entry,110000,180000,148000,USD,levels
Consultant,BCG,New York,New York,US,entry,105000,175000,142000,USD,levels
Consultant,McKinsey,San Francisco,California,US,entry,112000,182000,150000,USD,levels
Consultant,BCG,San Francisco,California,US,entry,108000,178000,145000,USD,levels
Consultant,McKinsey,Chicago,Illinois,US,entry,108000,178000,145000,USD,levels
Consultant,BCG,Chicago,Illinois,US,entry,105000,172000,140000,USD,levels
Consultant,McKinsey,Dallas,Texas,US,entry,108000,175000,144000,USD,levels
Consultant,BCG,Dallas,Texas,US,entry,102000,170000,138000,USD,levels
Consultant,Deloitte,New York,New York,US,entry,88000,140000,115000,USD,levels
Consultant,Accenture,New York,New York,US,entry,80000,128000,105000,USD,levels
Consultant,Deloitte,Chicago,Illinois,US,entry,85000,135000,112000,USD,levels
Consultant,Accenture,Chicago,Illinois,US,entry,78000,125000,102000,USD,levels
Senior Consultant,McKinsey,New York,New York,US,mid,180000,260000,225000,USD,levels
Senior Consultant,BCG,New York,New York,US,mid,175000,252000,218000,USD,levels
Senior Consultant,McKinsey,San Francisco,California,US,mid,185000,265000,230000,USD,levels
